Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
github workflows concurrency,20,2,2,0,,3.00,4.00,1.00,1,,US,United States,20,2,0
makefile go,20,2,2,0,,3.00,3.00,0.00,1,,US,United States,20,2,0
earthly logo,20,2,2,0,,4.00,4.00,0.00,1,,GB,United Kingdom,20,2,0
golang check error type,20,2,2,0,,5.33,5.67,0.33,3,,US,United States,20,2,0
ast example,20,,2,,,,4.00,,1,1,US,United States,20,2,
npx là gì,60,2,2,0,,10.00,10.00,0.00,1,,VN,Vietnam,60,2,0
kaniko alternatives,60,2,2,0,,10.00,10.00,0.00,1,,US,United States,60,2,0
earthyl,30,2,2,0,,5.00,6.00,1.00,1,,US,United States,30,2,0
makefile cflags,20,5,2,-3,,2.00,3.50,1.50,2,,US,United States,20,2,-3
power10k zsh,30,2,2,0,,7.00,6.00,-1.00,1,,US,United States,30,2,0
python create package,30,2,2,0,,15.00,7.00,-8.00,1,-1,US,United States,30,2,0
github action triggers,50,3,2,-2,,7.67,7.50,-0.17,2,-1,GB,United Kingdom,50,2,-2
parse yaml python,60,1,2,1,,7.50,9.00,1.50,2,,DE,Germany,60,2,1
python abstract classes,60,2,,,,10.00,,,0,-1,US,United States,60,2,
echo e,60,2,2,0,,9.00,9.00,0.00,1,,US,United States,60,2,0
ripgrep windows,60,,2,,,,10.00,,1,1,US,United States,60,2,
github events that trigger workflows,50,2,,,,8.00,,,0,-1,US,United States,50,2,
replicaset in kubernetes,200,2,,,,15.00,,,0,-1,IN,India,200,2,
pushd and popd,60,2,2,-1,,9.00,10.00,1.00,1,,US,United States,60,2,-1
awk bash,90,2,,,,11.00,,,0,-1,US,United States,90,2,
python load csv,300,9,2,-7,,8.38,9.00,0.62,4,-4,GB,United Kingdom,300,2,-7
windows cmake,50,3,2,-1,,5.62,6.62,1.00,8,,US,United States,50,2,-1
go.work file,30,1,2,1,,9.29,8.33,-0.95,6,-1,US,United States,30,2,1
python join list of lists,60,1,2,1,,9.33,8.33,-1.00,3,,US,United States,60,2,1
python list concatenate,60,2,2,0,,9.33,9.00,-0.33,3,,US,United States,60,2,0
go modules,270,2,2,0,,18.33,19.00,0.67,2,-1,DE,Germany,270,2,0
python setup py,20,2,,,,6.00,,,0,-1,US,United States,20,2,
yaml.dump python,20,2,2,0,,6.00,6.00,0.00,1,,US,United States,20,2,0
what is docker scout,20,2,2,0,,4.00,6.00,2.00,1,,US,United States,20,2,0
bash use variable in command,30,2,2,0,,6.00,6.00,0.00,1,,US,United States,30,2,0
multi stage build,20,2,2,0,,7.67,5.00,-2.67,2,-1,DE,Germany,20,2,0
dockerfile stages,20,2,2,0,,4.00,4.00,0.00,1,,DE,Germany,20,2,0
python logging hierarchy,20,2,2,0,,4.00,4.00,0.00,1,,US,United States,20,2,0
bazel query kind,20,2,2,0,,4.00,4.00,0.00,1,,US,United States,20,2,0
linux rg command,40,2,2,0,,7.00,7.00,0.00,1,,US,United States,40,2,0
install cmake,280,5,2,-3,,8.85,9.50,0.65,8,-5,DE,Germany,280,2,-3
python logger tutorial,50,2,,,,9.00,,,0,-1,US,United States,50,2,
vs code makefile,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
linux echo options,20,2,2,0,,3.00,3.00,0.00,1,,US,United States,20,2,0
format string bash,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
makefile use environment variable,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
django template filter,30,2,2,0,,6.25,6.25,0.00,4,,US,United States,30,2,0
abc class python,40,1,2,0,,9.00,8.00,-1.00,1,,US,United States,40,2,0
pyinstaller options,40,2,2,0,,8.00,8.00,0.00,1,,US,United States,40,2,0
how to run a make file,40,2,2,0,,8.00,8.00,0.00,1,,US,United States,40,2,0
what does pushd do,50,2,2,0,,9.00,9.00,0.00,1,,US,United States,50,2,0
configmap in kubernetes,250,2,2,0,,17.00,17.00,0.00,1,,IN,India,250,2,0
gha cache,20,2,2,0,,5.00,5.00,0.00,1,,US,United States,20,2,0
json to csv conversion,60,2,,,,10.00,,,0,-1,US,United States,60,2,
file processing commands in linux,60,2,2,0,,9.00,9.00,0.00,1,,IN,India,60,2,0
bash echo,80,0,2,2,,13.00,9.67,-3.33,3,2,DK,Denmark,80,2,2
linux networking,550,7,2,-5,,11.25,19.00,7.75,2,-2,IN,India,550,2,-5
eval in shell script,50,2,2,0,,8.00,8.00,0.00,2,,IN,India,50,2,0
portainer ports,70,2,2,0,,10.00,10.00,0.00,1,,US,United States,70,2,0
echo command,370,10,2,-8,,9.00,11.75,2.75,4,-2,FR,France,370,2,-8
github actions trigger,60,3,2,-2,,8.40,8.33,-0.07,3,-2,DE,Germany,60,2,-2
python logging propagate,40,3,2,-2,,5.00,9.00,4.00,1,,US,United States,40,2,-2
postgres docker image,1250,3,2,-1,,20.50,23.33,2.83,3,1,US,United States,1250,2,-1
python yaml.safe_load,40,2,2,0,,8.00,8.00,0.00,1,,US,United States,40,2,0
rust generic,40,2,2,0,,7.00,7.00,0.00,1,,US,United States,40,2,0
earthly ci,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
jq bash,70,1,2,1,,11.00,10.00,-1.00,2,1,DE,Germany,70,2,1
sed replace in file,70,2,,,,10.00,,,0,-1,RU,Russian Federation,70,2,
gnu autotools,70,2,,,,10.00,,,0,-1,US,United States,70,2,
how to combine two lists in python,170,2,,,,14.00,,,0,-2,US,United States,170,2,
shell sleep,240,2,2,0,,18.50,14.40,-4.10,5,1,US,United States,240,2,0
docker list volumes,450,2,2,0,,19.00,20.00,1.00,2,,DE,Germany,450,2,0
python read yml,30,2,2,0,,6.00,6.00,0.00,2,,DE,Germany,30,2,0
capabilities linux,20,2,2,0,,7.75,7.75,0.00,4,,US,United States,20,2,0
echo command terminal,20,2,2,0,,5.00,5.00,0.00,1,,US,United States,20,2,0
docker default network,70,2,,,,10.00,,,0,-1,DE,Germany,70,2,
mongodb docker image,160,1,2,0,,15.00,12.00,-3.00,2,1,IN,India,160,2,0
chef vs docker,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
cmakelists vs makefile,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
docker network host,700,0,2,2,,40.00,30.00,-10.00,3,1,US,United States,700,2,2
portainer vs kubernetes,70,2,2,0,,11.00,11.00,0.00,1,,US,United States,70,2,0
go packages,300,8,2,-6,,11.00,18.00,7.00,1,,US,United States,300,2,-6
what is /bin/bash,40,2,2,0,,8.00,8.00,0.00,2,,US,United States,40,2,0
django templates tags,40,2,2,0,,9.00,9.00,0.00,1,,US,United States,40,2,0
reusable workflows,50,4,2,-2,,6.50,8.00,1.50,1,-1,US,United States,50,2,-2
text processing utilities in linux,10,4,2,-2,,1.00,2.00,1.00,1,,IN,India,10,2,-2
bash script conditional,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
makefile vscode,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
automake tutorial,10,2,2,0,,2.00,2.00,0.00,1,,US,United States,10,2,0
how to use echo linux,10,1,2,1,,5.00,2.00,-3.00,1,,US,United States,10,2,1
how to open csv file in python,50,6,2,-4,,7.17,8.00,0.83,5,-1,US,United States,50,2,-4
volume docker,50,2,2,-1,,9.20,9.00,-0.20,4,-1,DE,Germany,50,2,-1
python append 2 lists,20,2,,,,4.00,,,0,-1,US,United States,20,2,
docker run mysql,20,4,2,-2,,8.17,4.00,-4.17,1,-5,DE,Germany,20,2,-2
csv golang,20,2,2,-1,,3.00,4.00,1.00,1,,US,United States,20,2,-1
gnu make vs cmake,20,2,2,0,,4.00,4.00,0.00,1,,US,United States,20,2,0
docker mysql image,30,2,2,0,,7.00,7.00,0.00,1,,DE,Germany,30,2,0
loop in bash,60,2,,,,10.00,,,0,-1,US,United States,60,2,
docker from as,20,2,2,-1,,9.00,5.00,-4.00,1,-3,DE,Germany,20,2,-1
jq select where,20,2,2,0,,4.00,5.00,1.00,1,,US,United States,20,2,0
shell sleep command,20,2,2,0,,5.00,5.00,0.00,1,,US,United States,20,2,0
cmake nedir,80,2,2,0,,10.00,11.00,1.00,1,,TR,Turkey,80,2,0
install docker buildx,50,2,2,-1,,7.00,9.00,2.00,1,,US,United States,50,2,-1
what is docker volume,40,2,2,0,,6.67,7.00,0.33,3,,IN,India,40,2,0
kubeadm vs k3s,30,2,2,-1,,5.00,7.00,2.00,1,,US,United States,30,2,-1
pnpm npx,20,2,2,0,,5.78,7.00,1.22,9,,US,United States,20,2,0
terraform aws vpc,250,1,2,0,,7.00,17.00,10.00,1,,FR,France,250,2,0
configmap kubernetes,450,3,2,-2,,16.50,19.50,3.00,2,,IN,India,450,2,-2
golang packages,350,,2,,,,18.00,,1,1,US,United States,350,2,
cflags,70,2,2,0,,11.20,11.00,-0.20,5,,US,United States,70,2,0
python join two lists,270,2,2,0,,10.75,11.00,0.25,4,,GB,United Kingdom,270,2,0
bash read file to variable,40,2,2,0,,7.00,8.00,1.00,2,,US,United States,40,2,0
creating a python package,20,2,2,0,,12.00,7.00,-5.00,1,-1,US,United States,20,2,0
how to start a ecr,30,2,2,0,,7.00,8.00,1.00,1,,US,United States,30,2,0
portainer vs docker compose,40,1,2,0,,10.00,8.00,-2.00,1,,US,United States,40,2,0
conftest pytest,40,2,,,,9.00,,,0,-1,IN,India,40,2,
cgroups docker,30,2,2,-1,,4.00,5.50,1.50,2,,US,United States,30,2,-1
container bom,60,2,,,,10.00,,,0,-1,US,United States,60,2,
jq select in,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
visual studio run makefile,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
make wildcard,10,1,2,0,,3.50,3.25,-0.25,4,,US,United States,10,2,0
rust monorepo,10,2,2,0,,2.00,3.00,1.00,1,,US,United States,10,2,0
monorepo npm,10,2,2,0,,3.00,3.00,0.00,1,,US,United States,10,2,0
how to run makefile,70,2,2,-1,,9.67,10.00,0.33,2,-1,IN,India,70,2,-1
multistage docker,30,2,2,0,,7.67,7.00,-0.67,2,-1,IN,India,30,2,0
python abstract method,350,2,2,-1,,17.00,19.00,2.00,1,,US,United States,350,2,-1
macos lima,20,2,2,0,,4.00,5.00,1.00,1,,US,United States,20,2,0
python create yaml file,20,2,2,0,,4.00,5.00,1.00,1,,US,United States,20,2,0
bash compound conditional,20,2,2,0,,5.00,5.00,0.00,1,,US,United States,20,2,0
terminal echo command,20,2,2,0,,5.00,5.00,0.00,1,,US,United States,20,2,0
what is echo linux,20,1,2,1,,8.00,5.00,-3.00,1,,US,United States,20,2,1
jq json to csv,40,2,1,0,,8.00,9.00,1.00,1,,US,United States,40,1,0
concatenate 2 lists python,40,1,1,0,,8.67,8.33,-0.33,3,,FR,France,40,1,0
mongo docker,60,8,1,-7,,10.25,8.50,-1.75,2,-6,DE,Germany,60,1,-7
what is docker buildkit,30,1,1,0,,8.00,8.00,0.00,1,,US,United States,30,1,0
cflags in makefile,10,1,1,0,,2.00,2.00,0.00,2,,US,United States,10,1,0
protobuf backward compatibility,10,1,1,0,,3.00,2.00,-1.00,1,,US,United States,10,1,0
github actions triggers,250,8,1,-6,,9.75,17.00,7.25,1,-3,GB,United Kingdom,250,1,-6
go work,40,1,,,,9.00,,,0,-1,VN,Vietnam,40,1,
jq match,40,,1,,,,8.00,,1,1,US,United States,40,1,
yaml in python,40,2,1,0,,8.00,8.00,0.00,1,,IN,India,40,1,0
autoconf tutorial,0,1,1,0,,1.00,1.00,0.00,1,,US,United States,0,1,0
variables in makefile,0,1,1,0,,1.00,1.00,0.00,1,,US,United States,0,1,0
convert json to csv command line,0,1,1,0,,1.00,1.00,0.00,1,,US,United States,0,1,0
how to run a makefile in windows,20,2,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
docker image storage location,50,1,1,1,,11.00,9.00,-2.00,1,,US,United States,50,1,1
golang csv reader,50,1,,,,9.00,,,0,-1,US,United States,50,1,
git advanced,30,1,1,0,,7.00,7.00,0.00,2,,IN,India,30,1,0
echo unix command,30,1,1,0,,8.00,7.00,-1.00,1,,US,United States,30,1,0
install ninja windows,30,1,1,0,,8.00,7.00,-1.00,1,,US,United States,30,1,0
cloudinary golang,30,2,1,0,,6.00,7.00,1.00,1,,US,United States,30,1,0
where are docker containers stored linux,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
bash scripting if statement,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
create python library,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
static linking and dynamic linking,50,3,1,-1,,8.00,10.00,2.00,1,,IN,India,50,1,-1
bash condition,70,2,1,-1,,9.50,11.00,1.50,1,-1,US,United States,70,1,-1
learn awk,40,4,1,-2,,4.00,8.00,4.00,1,,US,United States,40,1,-2
cmake là gì,50,,1,,,,10.00,,1,1,VN,Vietnam,50,1,
python create virtual environment,1100,0,1,1,,29.50,22.50,-7.00,2,,US,United States,1100,1,1
awk script example,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
lima linux,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
how to read csv file,80,1,1,0,,9.00,9.00,0.00,1,,IN,India,80,1,0
kube bench,100,0,1,1,,9.00,13.00,4.00,1,,CA,Canada,100,1,1
networking commands,500,1,,,,16.00,,,0,-1,IN,India,500,1,
what is abc in python,40,1,1,0,,8.00,8.00,0.00,1,,US,United States,40,1,0
yarn monorepo,40,1,1,0,,8.00,8.00,0.00,1,,US,United States,40,1,0
vagrant vs docker,50,4,1,-2,,9.00,10.00,1.00,3,-2,GB,United Kingdom,50,1,-2
portainer docker-compose install,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
vscode make,10,4,1,-3,,1.00,3.00,2.00,1,,US,United States,10,1,-3
portainer docker compose yml,10,4,1,-3,,1.00,3.00,2.00,1,,DE,Germany,10,1,-3
cosine similarity embeddings,10,1,1,1,,6.00,3.00,-3.00,1,,US,United States,10,1,1
python edit yaml file,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
docker postgres tutorial,20,1,1,0,,4.00,4.00,0.00,1,,US,United States,20,1,0
postgresql docker tutorial,10,1,1,0,,4.00,3.00,-1.00,1,,US,United States,10,1,0
cmake vs gnu make,20,1,1,0,,4.00,4.00,0.00,1,,US,United States,20,1,0
bazel cache,20,1,1,0,,4.00,4.00,0.00,1,,US,United States,20,1,0
bazel build no cache,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
docker multi stage,20,2,1,-1,,5.50,4.00,-1.50,1,-1,DE,Germany,20,1,-1
make file c++,30,1,,,,9.00,,,0,-1,US,United States,30,1,
lxc container vs docker,50,1,1,1,,9.00,9.00,0.00,3,1,CA,Canada,50,1,1
awk command examples,50,1,,,,11.00,,,0,-1,US,United States,50,1,
terraform variable types,250,11,1,-10,,9.50,18.00,8.50,1,-5,US,United States,250,1,-10
pyinstaller docs,30,1,1,0,,7.00,7.00,0.00,1,,US,United States,30,1,0
awk basics,30,2,1,0,,6.00,7.00,1.00,1,,US,United States,30,1,0
python monorepo,30,1,1,1,,10.00,8.00,-2.00,1,,US,United States,30,1,1
what is docker networking,40,1,1,0,,8.00,8.00,0.00,1,,IN,India,40,1,0
python logger propagate,40,,1,,,,9.00,,1,1,US,United States,40,1,
pytest fixture,1270,0,1,1,,18.50,21.00,2.50,3,1,PT,Portugal,1270,1,1
github action download artifact,20,1,1,0,,6.00,6.00,0.00,1,,DE,Germany,20,1,0
github actions set-output deprecated,20,2,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
staff developer,40,1,1,0,,9.00,9.00,0.00,1,,US,United States,40,1,0
terraform aws_lambda_function,200,0,1,1,,25.00,17.00,-8.00,1,,US,United States,200,1,1
list concat python,50,1,1,0,,9.50,9.50,0.00,2,,US,United States,50,1,0
django post_save,30,1,1,0,,8.00,8.00,0.00,2,,US,United States,30,1,0
what are docker volumes,20,1,1,0,,6.50,6.00,-0.50,2,,US,United States,20,1,0
xcode continuous integration,40,1,,,,9.00,,,0,-1,US,United States,40,1,
docker mysql,2100,0,1,1,,17.78,17.00,-0.78,13,4,RO,Romania,2100,1,1
gin golang,700,1,1,0,,21.50,23.00,1.50,2,,IN,India,700,1,0
docker buildx install,40,2,1,0,,8.00,10.00,2.00,1,,US,United States,40,1,0
mtls nginx,40,1,,,,10.00,,,0,-1,US,United States,40,1,
pyyaml tutorial,20,2,1,0,,4.00,5.00,1.00,1,,US,United States,20,1,0
package json workspaces,20,1,1,0,,6.00,5.00,-1.00,1,,US,United States,20,1,0
how to create a package in python,20,1,1,1,,10.00,6.00,-4.00,1,,US,United States,20,1,1
docker builder pattern,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
mitmproxy docker,30,1,1,0,,8.00,7.00,-1.00,1,,DE,Germany,30,1,0
go dependency management,30,2,1,0,,6.00,7.00,1.00,1,,US,United States,30,1,0
merge lists python,30,,1,,,,7.00,,1,1,GB,United Kingdom,30,1,
terraform variables,950,1,1,1,,18.00,24.25,6.25,4,1,NZ,New Zealand,950,1,1
nix linux,50,1,,,,11.00,,,0,-1,US,United States,50,1,
kubernetes config map,40,5,1,-4,,9.50,9.00,-0.50,1,-3,US,United States,40,1,-4
jq where,20,1,1,0,,7.00,6.00,-1.00,1,,US,United States,20,1,0
where docker stores images,20,1,1,0,,8.00,6.00,-2.00,1,,RU,Russian Federation,20,1,0
amazon ecr,1100,1,1,1,,24.50,21.50,-3.00,2,,IN,India,1100,1,1
makefile shell variable,10,1,1,1,,6.00,2.00,-4.00,1,,US,United States,10,1,1
pymongo schema,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
nginx reverse proxy kubernetes,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
visual studio code makefile,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
python concatenate list of lists,40,1,1,0,,9.00,9.00,0.00,2,,US,United States,40,1,0
bazel vs pants,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
poetry optional dependency,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
docker --network,10,1,1,0,,4.00,4.00,0.00,1,,DE,Germany,10,1,0
cmake cross compile aarch64,10,1,1,0,,6.00,4.00,-2.00,1,,US,United States,10,1,0
how to use jq,180,1,1,0,,15.00,15.00,0.00,2,,GB,United Kingdom,180,1,0
docker vagrant,30,1,1,0,,7.00,7.00,0.00,1,,US,United States,30,1,0
terraform vpc example,30,1,,,,8.00,,,0,-1,US,United States,30,1,
ast tree,250,2,1,-1,,12.00,15.00,3.00,1,-1,US,United States,250,1,-1
docker mongo,50,4,1,-2,,9.00,9.67,0.67,3,,RU,Russian Federation,50,1,-2
o que é npx,50,2,1,-1,,9.00,11.00,2.00,1,,BR,Brazil,50,1,-1
run makefile windows,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
how to read a file in shell script,30,1,1,1,,10.00,7.00,-3.00,1,,US,United States,30,1,1
nginx mutual tls,40,1,,,,10.00,,,0,-1,US,United States,40,1,
cmake basics,50,1,1,0,,10.00,10.00,0.00,1,,US,United States,50,1,0
cmake install windows,10,1,1,0,,3.67,4.17,0.50,6,,US,United States,10,1,0
python setup.py install,60,1,1,0,,10.00,10.00,0.00,1,,US,United States,60,1,0
portainer docker run,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
convert json to csv mac,10,2,1,0,,2.00,3.00,1.00,1,,US,United States,10,1,0
echo options linux,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
echo command options,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
echo meaning linux,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
makefile extension,40,1,1,0,,7.50,7.50,0.00,2,,US,United States,40,1,0
jq select like,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
eval command bash,20,1,1,0,,6.00,5.00,-1.00,1,,US,United States,20,1,0
bazel docker,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
django signal,40,1,1,1,,10.00,9.00,-1.00,3,1,VN,Vietnam,40,1,1
python3 create venv,200,0,1,1,,31.00,17.00,-14.00,1,,US,United States,200,1,1
rg linux,40,2,1,0,,10.00,11.00,1.00,1,,US,United States,40,1,0
create vpc using terraform,30,1,1,0,,8.00,8.00,0.00,1,,IN,India,30,1,0
openshift container orchestration,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
pyyaml load from file,20,2,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
golang http.server,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
ubuntu install ninja,40,1,1,0,,11.00,10.00,-1.00,1,,US,United States,40,1,0
volume in docker,20,1,1,0,,8.00,8.00,0.00,2,,IN,India,20,1,0
bash do while,50,,1,,,,10.00,,1,1,GB,United Kingdom,50,1,
terraform aws_vpc,160,1,1,0,,15.00,12.50,-2.50,2,1,US,United States,160,1,0
docker --volume,20,2,1,-1,,7.67,7.00,-0.67,2,-1,DE,Germany,20,1,-1
python abstract base classes,30,1,1,0,,9.00,8.00,-1.00,1,,US,United States,30,1,0
echo in terminal,30,,1,,,,7.00,,1,1,US,United States,30,1,
bash conditional operators,10,3,1,-2,,3.00,3.00,0.00,1,,US,United States,10,1,-2
reading yaml file in python,30,2,1,0,,7.00,7.50,0.50,2,,US,United States,30,1,0
python parse yaml file,40,1,1,0,,10.00,9.00,-1.00,1,,US,United States,40,1,0
makefile :=,40,1,1,0,,10.00,10.00,0.00,1,,US,United States,40,1,0
pyinstaller example,40,,1,,,,9.00,,1,1,US,United States,40,1,
golang mongodb create database,30,,1,,,,8.00,,1,1,US,United States,30,1,
shell eval,30,1,1,1,,10.00,8.00,-2.00,1,,US,United States,30,1,1
linux containers vs docker,60,1,1,0,,10.50,11.00,0.50,2,,US,United States,60,1,0
10x programmer,200,1,,,,16.00,,,0,-1,US,United States,200,1,
postgres docker tutorial,10,2,1,0,,3.00,4.00,1.00,1,,US,United States,10,1,0
docker where images are stored,10,1,1,0,,4.00,4.00,0.00,1,,RU,Russian Federation,10,1,0
jq select multiple,10,0,1,1,,9.00,4.00,-5.00,1,,US,United States,10,1,1
what is a docker volume,30,1,1,0,,7.00,6.50,-0.50,2,,US,United States,30,1,0
jq guide,30,2,1,-1,,7.00,9.00,2.00,1,,US,United States,30,1,-1
concat 2 lists python,30,1,1,0,,9.33,8.00,-1.33,3,,US,United States,30,1,0
bash files,60,1,,,,10.00,,,0,-1,US,United States,60,1,
bash delay,50,1,1,0,,11.00,10.50,-0.50,2,,US,United States,50,1,0
terraform vpc,40,1,,,,8.25,,,0,-4,PL,Poland,40,1,
uniq bash,30,1,,,,9.00,,,0,-1,US,United States,30,1,
python abstract class example,40,2,1,0,,9.00,9.00,0.00,1,,US,United States,40,1,0
what is pushd,50,1,,,,11.00,,,0,-1,US,United States,50,1,
sqlalchemy query,120,1,1,0,,10.60,12.00,1.40,4,-1,GB,United Kingdom,120,1,0
jq multiple fields,30,1,1,0,,7.67,8.17,0.50,6,,US,United States,30,1,0
makefile c++,30,1,1,0,,9.25,8.80,-0.45,5,1,IN,India,30,1,0
python subprocess get output,30,1,1,0,,8.71,8.67,-0.05,6,-1,DE,Germany,30,1,0
docker install portainer,30,1,,,,7.00,,,0,-1,CA,Canada,30,1,
github workflow artifacts,30,1,1,0,,8.00,8.00,0.00,1,,US,United States,30,1,0
make automatic variables,30,0,1,1,,10.00,7.00,-3.00,1,,US,United States,30,1,1
read from file bash,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
exception handling in golang,20,1,1,0,,5.00,5.00,0.00,1,,IN,India,20,1,0
what is echo in terminal,20,1,1,0,,7.00,6.00,-1.00,1,,US,United States,20,1,0
man in the middle proxy,20,1,1,0,,6.00,6.50,0.50,2,,DE,Germany,20,1,0
python root logger,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
yaml safe dump,20,1,1,0,,7.00,6.00,-1.00,1,,US,United States,20,1,0
poetry dependency groups,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
linux networking commands pdf,20,1,,,,8.00,,,0,-1,IN,India,20,1,
bash string operations,30,1,1,0,,7.50,7.50,0.00,2,,US,United States,30,1,0
jason to csv,30,,1,,,,9.00,,1,1,US,United States,30,1,
where is docker image stored,40,2,1,0,,7.00,8.00,1.00,2,,US,United States,40,1,0
what is dynamic linking,50,1,1,0,,10.50,10.00,-0.50,2,,US,United States,50,1,0
tekton kubernetes,20,1,1,0,,6.00,6.50,0.50,2,,US,United States,20,1,0
buildkit secrets,10,1,1,0,,3.00,3.00,0.00,1,,US,United States,10,1,0
docker nat,10,1,1,0,,2.00,2.00,0.00,1,,DE,Germany,10,1,0
miniconda virtual environment,10,1,1,0,,2.00,3.00,1.00,1,,US,United States,10,1,0
mitmproxy https,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
golang encryption,10,1,1,0,,2.00,2.00,0.00,1,,US,United States,10,1,0
networking in docker,40,1,,,,10.00,,,0,-1,IN,India,40,1,
docker namespace,50,1,1,1,,6.00,10.50,4.50,2,1,CA,Canada,50,1,1
aws ecr,5850,1,1,0,,25.25,27.50,2.25,6,2,IN,India,5850,1,0
awk script examples,20,1,1,0,,7.00,7.00,0.00,1,,US,United States,20,1,0
python yaml read,30,1,1,0,,7.50,7.00,-0.50,2,,US,United States,30,1,0
lima container,20,1,1,0,,7.00,6.00,-1.00,1,,US,United States,20,1,0
yaml.load python,20,1,1,0,,6.67,6.00,-0.67,3,,IN,India,20,1,0
golang read csv file,30,1,1,0,,8.00,9.00,1.00,1,,US,United States,30,1,0
go package,30,1,1,0,,9.00,9.00,0.00,1,,US,United States,30,1,0
golang debugger,40,1,,,,10.00,,,0,-1,BR,Brazil,40,1,
bash read a file line by line,30,,1,,,,8.00,,1,1,US,United States,30,1,
terraform variable,360,2,1,-1,,16.33,19.67,3.33,3,-3,NL,Netherlands,360,1,-1
how to write a script to automate tasks,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
json to csv file,20,,1,,,,6.00,,1,1,US,United States,20,1,
bash echo all commands,20,1,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
import abc python,40,1,1,0,,9.00,9.00,0.00,1,,US,United States,40,1,0
golang print error,30,1,1,0,,8.33,8.00,-0.33,3,,RU,Russian Federation,30,1,0
python ast module,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
bazel test no cache,20,1,1,0,,5.00,5.00,0.00,1,,US,United States,20,1,0
bazel disk cache,20,1,1,0,,5.00,6.00,1.00,1,,US,United States,20,1,0
python logging dictconfig,20,1,1,0,,6.00,6.00,0.00,1,,US,United States,20,1,0
bash if conditionals,20,1,1,0,,7.00,5.00,-2.00,1,,US,United States,20,1,0
makefile set environment variable for target,10,1,1,0,,4.00,4.00,0.00,1,,US,United States,10,1,0
encoding/csv,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
how do docker volumes work,10,1,1,0,,6.00,4.00,-2.00,1,,US,United States,10,1,0
golang chi router,10,1,1,0,,5.00,4.00,-1.00,1,,US,United States,10,1,0
syslog examples,30,1,,,,7.00,,,0,-1,US,United States,30,1,
bash read file line by line,600,1,1,0,,15.00,18.50,3.50,2,1,US,United States,600,1,0
sqlalchemy query example,10,1,1,0,,9.00,7.00,-2.00,1,,US,United States,10,1,0
depends_on terraform,50,2,1,-1,,10.25,10.50,0.25,2,-2,IN,India,50,1,-1
