Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
epic description template,10,1,1,0,,5.00,6.00,1.00,1,,US,United States,10,1,0
clubhouse software,20,0,0,0,,8.00,8.00,0.00,1,,US,United States,20,0,0
sprint planning meeting duration,20,0,,,,10.00,,,0,-1,IN,India,20,0,
asana epics,20,1,0,0,,8.00,9.00,1.00,1,,US,United States,20,0,0
issues management software,200,,0,,,,22.00,,1,1,US,United States,200,0,
sprint add delegate,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
export data to excel shortcut key,300,,0,,,,23.00,,1,1,IN,India,300,0,
issue tracking tool,150,0,0,0,,20.00,20.00,0.00,1,,US,United States,150,0,0
shortcut road,20,,0,,,,10.00,,1,1,IN,India,20,0,
workflow tracker,350,,0,,,,24.00,,1,1,US,United States,350,0,
subtask,800,,0,,,,25.00,,1,1,US,United States,800,0,
define mvp,500,0,0,0,,20.00,19.50,-0.50,2,1,US,United States,500,0,0
jira alternative,40,0,0,0,,14.00,14.00,0.00,1,,KR,South Korea,40,0,0
what is sql skill,10,0,,,,10.00,,,0,-1,US,United States,10,0,
epic template,20,0,0,0,,10.00,10.00,0.00,1,,CA,Canada,20,0,0
capacity vs velocity scrum,0,0,0,0,,1.00,3.00,2.00,1,,US,United States,0,0,0
mvp project,250,,0,,,,20.00,,1,1,US,United States,250,0,
doc layouts,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
who runs the backlog refinement meeting,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
gitlab epics vs milestones,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
que es shortcut,30,0,0,0,,11.00,11.00,0.00,1,,MX,Mexico,30,0,0
quick start guide,2350,0,0,0,,57.00,34.00,-23.00,4,1,IN,India,2350,0,0
capacity agile,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
epic dark mode,10,,0,,,,6.00,,1,1,US,United States,10,0,
story card,200,0,,,,21.00,,,0,-1,IN,India,200,0,
ai project management software,900,,0,,,,28.00,,1,1,US,United States,900,0,
program management software,3500,,0,,,,34.00,,1,1,US,United States,3500,0,
gitlab epic vs milestone,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
what is wip in agile,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
product requirements document,1020,,0,,,,32.25,,4,4,BE,Belgium,1020,0,
pm tool,600,,0,,,,27.00,,1,1,US,United States,600,0,
team project management tools,150,,0,,,,21.00,,1,1,US,United States,150,0,
mvp release meaning,20,,0,,,,12.00,,1,1,US,United States,20,0,
productboard api,20,,0,,,,10.00,,1,1,CA,Canada,20,0,
project planning software-1000,10,,0,,,,6.00,,1,1,US,United States,10,0,
scrum backlog,20,,0,,,,12.00,,1,1,NO,Norway,20,0,
sprint backlog example,30,0,,,,13.00,,,0,-1,GB,United Kingdom,30,0,
mvp product,900,,0,,,,26.00,,2,2,US,United States,900,0,
trello logga in,150,0,0,0,,23.00,20.00,-3.00,1,,SE,Sweden,150,0,0
login shortcuts,0,0,0,0,,5.00,4.00,-1.00,1,,US,United States,0,0,0
app shortcuts,250,0,0,0,,15.00,15.00,0.00,1,,US,United States,250,0,0
developer evangelism,20,1,0,-1,,6.00,11.00,5.00,1,,US,United States,20,0,-1
shortcut on desktop,20,,0,,,,7.00,,1,1,US,United States,20,0,
team project management,500,,0,,,,27.00,,1,1,US,United States,500,0,
website shortcut,10,,0,,,,10.00,,1,1,IN,India,10,0,
30 madison,300,0,0,0,,34.00,24.00,-10.00,1,,US,United States,300,0,0
software project management software,2100,0,0,0,,33.00,34.00,1.00,1,,US,United States,2100,0,0
minimum viable product example,10,0,0,0,,7.00,6.00,-1.00,1,,RU,Russian Federation,10,0,0
create shortcut on desktop,1400,0,0,0,,44.00,30.00,-14.00,2,1,US,United States,1400,0,0
pivotal tracker,800,0,0,0,,12.75,10.86,-1.89,7,-1,TH,Thailand,800,0,0
team project management software,500,0,0,0,,32.00,27.00,-5.00,1,,US,United States,500,0,0
what is capacity in agile,10,0,0,0,,8.00,11.00,3.00,1,,US,United States,10,0,0
project management workflow software,450,1,0,0,,23.00,27.00,4.00,1,,US,United States,450,0,0
pointing stories,10,,0,,,,10.00,,1,1,US,United States,10,0,
gitlab milestones vs epics,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
what does sprint backlog contain,10,0,0,0,,10.00,10.00,0.00,1,,IN,India,10,0,0
project management software for startups,10,,0,,,,9.00,,1,1,RU,Russian Federation,10,0,
example shortcut,10,,0,,,,9.00,,1,1,IL,Israel,10,0,
farmer's dog login,16000,,0,,,,43.00,,1,1,US,United States,16000,0,
agile project management tool,1100,0,0,0,,37.00,32.00,-5.00,1,,US,United States,1100,0,0
shortcut result,0,0,0,0,,7.00,7.00,0.00,1,,IN,India,0,0,0
product backlog is a subset of sprint backlog.,0,,0,,,,7.00,,1,1,IN,India,0,0,
শর্টকাট,240,5,0,-4,,3.00,4.50,1.50,2,,IN,India,240,0,-4
sprint plans,10,,0,,,,8.00,,1,1,ID,Indonesia,10,0,
work in progress limit,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
velocity of sprint,10,0,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
project management software for teams,300,,0,,,,27.00,,1,1,US,United States,300,0,
mvp software meaning,200,0,0,0,,24.00,25.00,1.00,1,,US,United States,200,0,0
windows shortcut,200,2,0,-1,,15.00,24.00,9.00,1,,US,United States,200,0,-1
sprint planning agenda,150,0,0,0,,49.00,24.00,-25.00,1,,US,United States,150,0,0
project workflow software,250,0,0,0,,28.00,26.00,-2.00,1,,US,United States,250,0,0
stlc definition,10,,0,,,,11.00,,1,1,US,United States,10,0,
limiting work in progress,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
project management software tool,900,,0,,,,32.00,,1,1,US,United States,900,0,
program management software tools,700,,0,,,,31.00,,1,1,US,United States,700,0,
projects management,200,,0,,,,24.00,,1,1,FR,France,200,0,
prd stands for,10,,0,,,,11.00,,1,1,CA,Canada,10,0,
project management mac,100,,0,,,,23.00,,1,1,US,United States,100,0,
management tool,600,,0,,,,30.00,,1,1,US,United States,600,0,
short cut adalah,300,,0,,,,27.00,,1,1,ID,Indonesia,300,0,
what is the definition of capacity in agile,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
how to print lab labels in epic,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
lead time vs cycle time agile,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
cut shortcut,2250,0,0,0,,27.00,23.33,-3.67,3,2,IN,India,2250,0,0
engineering project management software,800,,0,,,,32.00,,1,1,US,United States,800,0,
create shortcut,500,0,0,0,,23.00,25.00,2.00,1,,US,United States,500,0,0
main purpose of sprint backlog,10,0,0,0,,9.00,1.00,-8.00,1,,US,United States,10,0,0
git branch format,10,0,,,,9.00,,,0,-1,US,United States,10,0,
create desktop shortcut,500,,0,,,,26.00,,1,1,US,United States,500,0,
pm tools,1150,0,0,0,,30.00,31.50,1.50,2,,US,United States,1150,0,0
ai project management tools,1600,0,0,0,,34.00,36.00,2.00,3,2,US,United States,1600,0,0
velocity is a measure of,10,2,0,-1,,9.00,10.00,1.00,1,,US,United States,10,0,-1
android shortcuts,400,,0,,,,27.00,,1,1,US,United States,400,0,
projektmanagement tool,150,0,0,0,,25.00,25.00,0.00,1,,US,United States,150,0,0
github sign up,13350,0,0,0,,44.38,41.45,-2.92,11,3,KE,Kenya,13350,0,0
project management,131850,0,0,0,,60.00,58.53,-1.47,19,3,CM,Cameroon,131850,0,0
hinge dark mode,700,0,,,,31.00,,,0,-1,US,United States,700,0,
task manager mac shortcut,1450,0,0,0,,53.00,30.67,-22.33,3,2,US,United States,1450,0,0
it project management tools,300,0,0,0,,107.00,28.00,-79.00,1,,US,United States,300,0,0
definition of capacity in agile,10,0,0,0,,8.00,10.00,2.00,1,,US,United States,10,0,0
ai project management tool,300,0,0,0,,29.00,27.00,-2.00,1,,US,United States,300,0,0
what are workflows,250,0,0,0,,26.00,28.00,2.00,1,,US,United States,250,0,0
software management project,350,0,0,0,,37.00,30.00,-7.00,1,,US,United States,350,0,0
kanban project management software,200,,0,,,,27.00,,1,1,US,United States,200,0,
+issue +management +tool,0,,0,,,,7.00,,1,1,US,United States,0,0,
project management tool,5250,0,0,0,,79.50,65.00,-14.50,8,6,IN,India,5250,0,0
software project management tool,600,1,0,-1,,21.00,32.00,11.00,1,,US,United States,600,0,-1
app project management,350,,0,,,,30.00,,1,1,US,United States,350,0,
product management software,2050,0,0,0,,40.00,40.33,0.33,3,2,US,United States,2050,0,0
project management software mac,500,,0,,,,32.00,,1,1,US,United States,500,0,
how to make epic dark mode,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
project management platform,1410,0,0,0,,25.00,27.00,2.00,2,,US,United States,1410,0,0
shortcuts app icon,70,1,0,0,,19.00,23.00,4.00,1,,US,United States,70,0,0
product requirements,260,0,0,0,,26.50,34.50,8.00,2,,ZA,South Africa,260,0,0
project management tool for software development,10,,0,,,,11.00,,1,1,US,United States,10,0,
project management saas,250,0,0,0,,25.00,28.00,3.00,1,,US,United States,250,0,0
iphone shortcuts app,1800,,0,,,,37.00,,1,1,US,United States,1800,0,
project tracking tool,400,0,0,0,,45.00,31.00,-14.00,1,,US,United States,400,0,0
teams project management,150,0,0,0,,27.00,27.00,0.00,1,,US,United States,150,0,0
sprint log,0,,0,,,,9.00,,1,1,IN,India,0,0,
tool for project management,250,0,0,0,,25.00,29.00,4.00,1,,US,United States,250,0,0
shot cut,2000,0,0,0,,42.25,35.80,-6.45,5,1,IN,India,2000,0,0
bug tracking software,1080,0,0,0,,31.00,33.50,2.50,2,1,US,United States,1080,0,0
what is an iteration,200,0,0,0,,26.00,25.00,-1.00,1,,US,United States,200,0,0
download shortcuts,10,0,0,0,,11.00,11.00,0.00,1,,IN,India,10,0,0
startup project management,0,0,0,0,,10.00,10.00,0.00,1,,RU,Russian Federation,0,0,0
meaning of minimum viable product,0,0,0,0,,10.00,10.00,0.00,1,,KR,South Korea,0,0,0
project tracker,5500,0,0,0,,46.60,42.57,-4.03,7,2,US,United States,5500,0,0
pmo tool,200,,0,,,,29.00,,1,1,US,United States,200,0,
trello accedi,900,0,,,,35.00,,,0,-1,IT,Italy,900,0,
project management freeware,250,0,0,0,,85.00,31.00,-54.00,1,,US,United States,250,0,0
project management system software,700,,0,,,,35.00,,1,1,US,United States,700,0,
online software project management,200,0,,,,30.00,,,0,-1,US,United States,200,0,
pmo tools,400,0,0,0,,33.00,32.00,-1.00,1,,US,United States,400,0,0
what is stlc testing,0,0,0,0,,10.00,8.00,-2.00,1,,US,United States,0,0,0
workflow project management software,200,0,0,0,,29.00,29.00,0.00,1,,US,United States,200,0,0
shortcut programa,0,0,0,0,,5.00,5.00,0.00,1,,ES,Spain,0,0,0
github signup,1450,0,0,0,,61.00,42.67,-18.33,3,2,US,United States,1450,0,0
tools project management,200,,0,,,,31.00,,1,1,US,United States,200,0,
how to create a shortcut,400,,0,,,,29.00,,1,1,US,United States,400,0,
project management software for mac,600,0,0,0,,25.00,33.00,8.00,1,,US,United States,600,0,0
task manager shortcut mac,650,,0,,,,32.00,,2,2,IN,India,650,0,
issue tracking system,350,0,0,0,,32.00,30.00,-2.00,1,,US,United States,350,0,0
project management software,48240,0,0,0,,72.00,65.27,-6.73,22,12,SA,Saudi Arabia,48240,0,0
it project management software,1000,0,0,0,,80.00,38.00,-42.00,1,,US,United States,1000,0,0
shotcut download for pc,350,,0,,,,32.00,,1,1,IN,India,350,0,
project planning tool,600,0,0,0,,30.00,35.00,5.00,1,,US,United States,600,0,0
project management app,2800,0,0,0,,72.00,62.33,-9.67,3,,US,United States,2800,0,0
project tracker software,700,0,0,0,,34.00,36.00,2.00,1,,US,United States,700,0,0
project tracking software,4100,0,0,0,,49.50,43.00,-6.50,4,2,CA,Canada,4100,0,0
________ is the shortcut for search help,0,0,,,,9.00,,,0,-1,IN,India,0,0,
shortcuts usa,0,0,0,0,,3.00,6.00,3.00,1,,US,United States,0,0,0
what does a story point represent?,0,,0,,,,7.00,,1,1,US,United States,0,0,
it task management software,150,,0,,,,29.00,,1,1,US,United States,150,0,
work management tools,700,0,0,0,,72.00,37.00,-35.00,1,,US,United States,700,0,0
project management tracker,1000,,0,,,,38.00,,1,1,US,United States,1000,0,
project management software programs,300,0,0,0,,33.00,33.00,0.00,1,,US,United States,300,0,0
task manager shortcut key,3000,0,0,0,,48.50,38.80,-9.70,5,3,IN,India,3000,0,0
space shortcut key,200,,0,,,,31.00,,1,1,IN,India,200,0,
project backlog,200,0,0,0,,26.00,28.00,2.00,1,,US,United States,200,0,0
status hero,100,0,0,0,,28.00,27.00,-1.00,1,,US,United States,100,0,0
shortcut iphone,300,,0,,,,33.00,,1,1,ID,Indonesia,300,0,
simple project management software,600,,0,,,,35.00,,1,1,US,United States,600,0,
stlc in testing,250,,0,,,,32.00,,1,1,IN,India,250,0,
what is sprint backlog,160,0,0,0,,1.00,15.00,14.00,2,1,GB,United Kingdom,160,0,0
managing software project,200,,0,,,,32.00,,1,1,US,United States,200,0,
sprint backlog contains,0,0,0,0,,6.00,8.00,2.00,1,,IN,India,0,0,0
free team management app,150,,0,,,,31.00,,1,1,US,United States,150,0,
task manager keyboard shortcut,900,0,0,0,,50.00,30.00,-20.00,1,,US,United States,900,0,0
team management tool,400,0,,,,34.00,,,0,-1,US,United States,400,0,
best project management apps,500,0,,,,36.00,,,0,-1,US,United States,500,0,
project and task management software,300,0,0,0,,35.00,35.00,0.00,1,,US,United States,300,0,0
project software management,600,0,0,0,,77.00,37.00,-40.00,1,,US,United States,600,0,0
task view shortcut,1250,0,0,0,,50.00,37.50,-12.50,2,1,US,United States,1250,0,0
mvp product design,200,,0,,,,32.00,,1,1,US,United States,200,0,
release management tool,250,0,0,0,,43.00,34.00,-9.00,1,,US,United States,250,0,0
shortcut for cut,3200,0,0,0,,65.00,47.50,-17.50,4,2,IN,India,3200,0,0
project timeline software,500,0,0,0,,78.00,38.00,-40.00,1,,US,United States,500,0,0
projektmanagement-software,200,,0,,,,32.00,,1,1,US,United States,200,0,
work management software,1980,0,0,0,,70.50,53.50,-17.00,4,2,US,United States,1980,0,0
ios shortcuts,600,0,0,0,,39.33,36.00,-3.33,1,-2,US,United States,600,0,0
ticket management software,500,,0,,,,37.00,,1,1,US,United States,500,0,
planning software,2300,,0,,,,40.00,,1,1,US,United States,2300,0,
product management tool,250,0,0,0,,33.00,33.00,0.00,1,,US,United States,250,0,0
project management online software,500,,0,,,,37.00,,1,1,US,United States,500,0,
shortcutx review,250,,0,,,,34.00,,1,1,SG,Singapore,250,0,
project management software development,350,0,0,0,,44.00,35.00,-9.00,1,,US,United States,350,0,0
project workflow tools,200,,0,,,,32.00,,1,1,US,United States,200,0,
product management tools,1400,0,0,0,,50.00,40.50,-9.50,2,,US,United States,1400,0,0
kanban software,1250,,0,,,,51.33,,3,3,US,United States,1250,0,
project management software tools,1500,0,0,0,,43.00,40.00,-3.00,1,,US,United States,1500,0,0
testing life cycle,1400,,0,,,,53.00,,2,2,US,United States,1400,0,
mac task manager shortcut,1400,0,0,0,,63.00,40.50,-22.50,2,1,US,United States,1400,0,0
product development management software,90,,0,,,,30.00,,1,1,US,United States,90,0,
mvp full form,29900,,0,,,,45.00,,3,3,PK,Pakistan,29900,0,
project management app free,400,0,0,0,,69.00,35.00,-34.00,1,,US,United States,400,0,0
project software,1400,0,0,0,,46.00,48.50,2.50,2,,US,United States,1400,0,0
shortcut cut,300,0,0,0,,29.00,31.00,2.00,1,,ID,Indonesia,300,0,0
সফটওয়্যার,500,,0,,,,38.00,,1,1,IN,India,500,0,
backlog management tools,150,0,0,0,,39.00,32.00,-7.00,1,,US,United States,150,0,0
project manager software,2000,0,,,,42.00,,,0,-1,US,United States,2000,0,
work management platform,250,0,0,0,,35.00,35.00,0.00,1,,US,United States,250,0,0
collaborative project management software,1100,,0,,,,47.67,,3,3,US,United States,1100,0,
in process metrics what does team velocity measure,0,0,,,,10.00,,,0,-1,IN,India,0,0,
software project management,5200,0,0,0,,52.67,45.20,-7.47,5,2,US,United States,5200,0,0
best engineering project management software,200,0,0,0,,35.00,35.00,0.00,1,,US,United States,200,0,0
task management workflow software,200,,0,,,,34.00,,1,1,US,United States,200,0,
best ai project management tools,700,,0,,,,41.00,,1,1,US,United States,700,0,
issue tracker,1400,0,0,0,,47.00,41.50,-5.50,2,1,IN,India,1400,0,0
projektmanagement software,20,0,0,0,,34.00,25.00,-9.00,1,,US,United States,20,0,0
online project management tool,500,0,0,0,,40.00,40.00,0.00,1,,US,United States,500,0,0
project management collaboration tool,350,0,0,0,,39.00,39.00,0.00,1,,US,United States,350,0,0
best free project management tools,250,0,,,,37.00,,,0,-1,US,United States,250,0,
app for project management,350,,0,,,,38.00,,1,1,US,United States,350,0,
add shortcut to desktop,450,0,0,0,,65.00,35.00,-30.00,1,,US,United States,450,0,0
what is sprint complete,1600,,0,,,,42.00,,1,1,US,United States,1600,0,
wwdc meaning,30,,0,,,,18.00,,1,1,US,United States,30,0,
project tracking app,250,0,0,0,,37.00,37.00,0.00,1,,US,United States,250,0,0
project planning app,450,0,0,0,,84.00,38.00,-46.00,1,,US,United States,450,0,0
what is launch darkly,200,0,0,0,,48.00,36.00,-12.00,1,,US,United States,200,0,0
project tool,150,0,0,0,,41.00,31.00,-10.00,1,,US,United States,150,0,0
اختصار i love you,200,0,0,0,,47.00,36.00,-11.00,1,,SA,Saudi Arabia,200,0,0
project planning tools,200,,0,,,,36.00,,1,1,BR,Brazil,200,0,
shortcut to find keywords,3400,0,,,,50.00,,,0,-1,US,United States,3400,0,
management icon,500,,0,,,,33.00,,1,1,IN,India,500,0,
best program management software,150,,0,,,,36.00,,1,1,US,United States,150,0,
project management collaboration software,400,,0,,,,40.00,,1,1,US,United States,400,0,
task icon,800,,0,,,,36.50,,2,2,IN,India,800,0,
online project management tools,1200,,0,,,,44.00,,1,1,US,United States,1200,0,
google drive shortcut,150,,0,,,,32.00,,1,1,US,United States,150,0,
agile project management software,250,0,0,0,,40.50,38.00,-2.50,1,-1,US,United States,250,0,0
delete a project in ahrefs,2800,,0,,,,49.00,,1,1,US,United States,2800,0,
manager project software,300,,0,,,,40.00,,1,1,US,United States,300,0,
free software for project management,100,0,0,0,,32.00,34.00,2.00,1,,US,United States,100,0,0
project manager app,450,0,0,0,,40.00,40.00,0.00,1,,US,United States,450,0,0
project management icon,350,,0,,,,35.00,,1,1,IN,India,350,0,
free project planning software,500,,0,,,,40.00,,1,1,US,United States,500,0,
how to print a face sheet in epic,60,0,0,0,,32.00,32.00,0.00,1,,US,United States,60,0,0
best ios shortcuts,150,,0,,,,35.00,,1,1,US,United States,150,0,
js clubhouse,60,0,,,,31.00,,,0,-1,US,United States,60,0,
figma integrations,100,0,0,0,,34.00,34.00,0.00,1,,US,United States,100,0,0
software for project management,1400,0,0,0,,47.50,44.00,-3.50,1,-1,US,United States,1400,0,0
task management software,3620,0,0,0,,69.33,53.25,-16.08,4,1,ID,Indonesia,3620,0,0
clubhouse logo,1700,0,0,0,,55.00,43.00,-12.00,2,1,US,United States,1700,0,0
best project management tools,4350,0,0,0,,40.00,52.00,12.00,4,3,US,United States,4350,0,0
free project management tool,600,0,0,0,,37.00,42.00,5.00,1,,US,United States,600,0,0
apple shortcuts app,200,0,0,0,,50.00,37.00,-13.00,1,,US,United States,200,0,0
april shortcut,100,0,0,0,,44.00,31.00,-13.00,1,,PH,Philippines,100,0,0
engineering icon,950,0,0,0,,75.00,44.50,-30.50,2,1,US,United States,950,0,0
pm software,1000,,0,,,,42.00,,1,1,US,United States,1000,0,
project manager apps,200,,0,,,,39.00,,1,1,US,United States,200,0,
اختصار because,250,0,0,0,,48.00,40.00,-8.00,1,,SA,Saudi Arabia,250,0,0
fast tracking project management,250,,0,,,,38.00,,1,1,US,United States,250,0,
best kanban software,400,0,0,0,,42.00,42.00,0.00,1,,US,United States,400,0,0
project tracking tools,1000,0,0,0,,37.00,44.00,7.00,2,1,US,United States,1000,0,0
sprint planning time,10,0,,,,26.00,,,0,-1,US,United States,10,0,
tools for project management,800,0,0,0,,47.50,45.00,-2.50,1,-1,US,United States,800,0,0
project management free tools,100,0,0,0,,36.00,36.00,0.00,1,,US,United States,100,0,0
ceo اختصار,1750,0,0,0,,50.50,49.33,-1.17,3,1,EG,Egypt,1750,0,0
shortcut key for task manager,700,0,0,0,,52.00,38.00,-14.00,1,,IN,India,700,0,0
apps project management,200,0,,,,40.00,,,0,-1,US,United States,200,0,
pmo software,900,0,0,0,,45.00,46.00,1.00,1,,US,United States,900,0,0
free project management app,500,0,0,0,,89.00,42.00,-47.00,1,,US,United States,500,0,0
kanban board software,1300,0,0,0,,38.00,47.00,9.00,1,,US,United States,1300,0,0
teams software,250,0,0,0,,35.00,40.00,5.00,1,,US,United States,250,0,0
custom project management software,200,,0,,,,39.00,,1,1,US,United States,200,0,
management project software,900,,0,,,,46.00,,1,1,US,United States,900,0,
trello archive shortcut,10,0,0,0,,26.00,26.00,0.00,1,,US,United States,10,0,0
project management scheduling software,450,,0,,,,43.00,,1,1,US,United States,450,0,
what is launchdarkly,350,0,0,0,,46.00,43.00,-3.00,1,,US,United States,350,0,0
sprint planning example,200,,0,,,,40.00,,1,1,US,United States,200,0,
how to make a shortcut on iphone,400,,0,,,,44.00,,1,1,US,United States,400,0,
scrum project management software,300,0,,,,42.00,,,0,-1,US,United States,300,0,
task manager software,500,,0,,,,42.00,,1,1,US,United States,500,0,
open task manager shortcut,350,0,0,0,,61.00,43.00,-18.00,1,,IN,India,350,0,0
best apple shortcuts,250,0,0,0,,45.00,40.00,-5.00,1,,US,United States,250,0,0
online project management software,1500,,0,,,,49.00,,1,1,US,United States,1500,0,
software testing life cycle,450,0,0,0,,38.00,40.00,2.00,1,,US,United States,450,0,0
how to create a shortcut to a website,200,0,0,0,,38.00,38.00,0.00,1,,US,United States,200,0,0
bug tracking system,800,0,0,0,,54.00,71.50,17.50,2,1,US,United States,800,0,0
sprint planning,5550,0,0,0,,48.80,33.57,-15.23,14,9,IN,India,5550,0,0
best free project management apps,200,0,,,,42.00,,,0,-1,US,United States,200,0,
ticket tool,15200,0,0,0,,61.83,61.77,-0.06,13,7,NL,Netherlands,15200,0,0
gecko custom reviews,1300,,0,,,,49.00,,1,1,US,United States,1300,0,
quick shortcut,200,,0,,,,40.00,,1,1,IN,India,200,0,
free project management tools,1650,0,0,0,,37.50,51.33,13.83,3,1,US,United States,1650,0,0
software management,200,0,0,0,,37.00,38.00,1.00,1,-1,IN,India,200,0,0
story points,6100,0,0,0,,51.00,57.80,6.80,10,4,CA,Canada,6100,0,0
project management application,400,,0,,,,43.00,,1,1,US,United States,400,0,
project management tracking software,100,0,0,0,,30.00,39.00,9.00,1,,US,United States,100,0,0
cross team collaboration,1350,0,0,0,,60.00,47.67,-12.33,3,,IN,India,1350,0,0
free project tracking software,200,,0,,,,41.00,,1,1,US,United States,200,0,
project manager tool,300,,0,,,,43.00,,1,1,US,United States,300,0,
check shortcut key,400,0,0,0,,43.00,43.00,0.00,1,,PH,Philippines,400,0,0
project management tools free,800,0,0,0,,43.50,42.50,-1.00,2,,IN,India,800,0,0
jira alternatives,1600,,0,,,,51.00,,1,1,US,United States,1600,0,
task management software for teams,150,0,,,,40.00,,,0,-1,US,United States,150,0,
good project management software,150,0,0,0,,47.00,39.00,-8.00,1,,US,United States,150,0,0
teams icon,2730,0,0,0,,93.00,70.25,-22.75,4,2,KR,South Korea,2730,0,0
project tracking system,500,,0,,,,46.00,,1,1,US,United States,500,0,
project plan software,200,0,0,0,,91.00,42.00,-49.00,1,,US,United States,200,0,0
project task software,200,,0,,,,41.00,,1,1,US,United States,200,0,
project management softwares,2010,0,0,0,,41.50,44.00,2.50,2,,EG,Egypt,2010,0,0
task management system,2100,0,0,0,,70.00,57.00,-13.00,2,1,IN,India,2100,0,0
software for managing projects,200,,0,,,,42.00,,1,1,US,United States,200,0,
project planning software,1240,0,0,0,,74.00,58.20,-15.80,5,2,CA,Canada,1240,0,0
project tracking,2600,0,0,0,,100.00,57.67,-42.33,3,2,US,United States,2600,0,0
kanban project management tool,100,0,,,,41.00,,,0,-1,US,United States,100,0,
ticket tracking software,200,0,0,0,,39.00,42.00,3.00,1,,US,United States,200,0,0
agile workflow software,100,0,,,,41.00,,,0,-1,US,United States,100,0,
development project management software,10,0,,,,27.00,,,0,-1,RU,Russian Federation,10,0,
workflow tracking,1100,0,,,,51.00,,,0,-1,US,United States,1100,0,
enterprise project management software,200,,0,,,,43.00,,1,1,BR,Brazil,200,0,
projectmanagement software,350,,0,,,,46.00,,1,1,US,United States,350,0,
product management system,70,0,0,0,,39.00,39.00,0.00,1,,US,United States,70,0,0
iphone screenshot shortcut,850,0,0,0,,54.00,50.00,-4.00,2,,US,United States,850,0,0
cut shortcut mac,200,0,0,0,,40.00,40.00,0.00,1,,US,United States,200,0,0
jira backlog,200,0,0,0,,52.00,43.00,-9.00,1,,US,United States,200,0,0
project management websites,400,,0,,,,46.00,,1,1,US,United States,400,0,
free kanban software,300,0,0,0,,54.00,46.00,-8.00,1,,US,United States,300,0,0
create a shortcut,150,0,,,,38.00,,,0,-1,US,United States,150,0,
sign out shortcut key,200,,0,,,,44.00,,1,1,IN,India,200,0,
اختصار ceo,700,0,0,0,,52.00,50.50,-1.50,2,,SA,Saudi Arabia,700,0,0
cut shortcut key in mac,350,0,0,0,,55.00,47.00,-8.00,1,,IN,India,350,0,0
what is project management?,200,0,0,0,,43.00,43.00,0.00,1,,US,United States,200,0,0
workflow management tools,750,0,0,0,,53.00,50.50,-2.50,2,1,IN,India,750,0,0
project control software,350,0,0,0,,80.00,47.00,-33.00,1,,US,United States,350,0,0
scrum vs kanban,280,0,,,,58.00,,,0,-2,CA,Canada,280,0,
tools in project management,250,,0,,,,46.00,,1,1,US,United States,250,0,
agile management tools,500,,0,,,,47.00,,1,1,US,United States,500,0,
agile management software,150,0,0,0,,43.00,43.00,0.00,1,,US,United States,150,0,0
task tracking,800,0,0,0,,102.00,49.00,-53.00,1,,US,United States,800,0,0
workflow management tool,500,,0,,,,49.00,,1,1,US,United States,500,0,
scrum tool,400,0,0,0,,49.00,48.00,-1.00,1,,US,United States,400,0,0
fast icon,400,,0,,,,42.00,,1,1,IN,India,400,0,
hyperlink shortcut,400,,0,,,,39.00,,1,1,IN,India,400,0,
softwares for project management,300,0,0,0,,40.00,47.00,7.00,1,,US,United States,300,0,0
issue management software,450,,0,,,,48.00,,1,1,US,United States,450,0,
shortcut of engineer,150,0,0,0,,37.00,37.00,0.00,1,,PH,Philippines,150,0,0
task managing program,200,,0,,,,45.00,,1,1,US,United States,200,0,
mac desktop shortcut,150,,0,,,,42.00,,1,1,US,United States,150,0,
management project tool,700,,0,,,,52.00,,1,1,GB,United Kingdom,700,0,
workflow management software,4150,,0,,,,56.67,,3,3,US,United States,4150,0,
best tool for project management,250,,0,,,,47.00,,1,1,US,United States,250,0,
ai based project management tools,200,,0,,,,46.00,,1,1,US,United States,200,0,
what is a project management,200,0,,,,42.00,,,0,-1,US,United States,200,0,
product management process,250,,0,,,,47.00,,1,1,US,United States,250,0,
what is sprint planning,680,0,0,0,,68.00,54.67,-13.33,3,2,PH,Philippines,680,0,0
tracking projects,250,0,0,0,,46.00,47.00,1.00,1,,US,United States,250,0,0
home shortcut mac,30,0,0,0,,37.00,37.00,0.00,1,,US,United States,30,0,0
